Id,SalePrice
1461,115353.20498545902
1462,165330.41730017163
1463,188969.15906045344
1464,188294.4983406267
1465,188952.33493385656
1466,178374.3433407105
1467,172078.48618598748
1468,164854.82091801378
1469,200695.94602300972
1470,125417.99380275587
1471,185203.7061102826
1472,93643.0542686041
1473,94085.76911030833
1474,148460.6660355433
1475,108328.21205672239
1476,366776.1199752411
1477,323194.12730022374
1478,292921.54513257724
1479,282756.31719768624
1480,480278.1724834688
1481,318490.324238382
1482,207057.9905761575
1483,180239.56761299452
1484,160300.01600763836
1485,185109.41310955517
1486,198482.7984890031
1487,323047.82008988207
1488,247480.2193984656
1489,197216.06090627663
1490,237434.51643190678
1491,190542.56949659967
1492,100805.50965442724
1493,190234.23759360577
1494,301730.6876902341
1495,272279.18703881797
1496,233232.61760552952
1497,191799.79837875502
1498,163359.12472476845
1499,156323.20402365646
1500,154383.18963527572
1501,184839.0473227069
1502,139072.9621756621
1503,261524.12819140428
1504,260885.60249972824
1505,232124.63705031876
1506,199805.23893718765
1507,266109.63159373106
1508,191775.95809548025
1509,156165.7002602421
1510,146212.56355660036
1511,152810.27528595034
1512,185801.49550466836
1513,157888.04705532544
1514,151615.64702894315
1515,185430.99916969624
1516,149881.57225749752
1517,175194.11414062415
1518,130550.47391643884
1519,205552.64726949463
1520,133348.97116047246
1521,138424.1409863525
1522,179948.66842898805
1523,125790.08453397949
1524,125742.46370690546
1525,120954.67756076685
1526,118555.83102347588
1527,113679.59928987996
1528,141911.12204516993
1529,154760.68217455994
1530,203716.20811172185
1531,108094.87945828345
1532,103674.49625925966
1533,157148.7875355699
1534,118645.73267402103
1535,151173.3056551569
1536,96084.40348247519
1537,66680.75155148875
1538,159692.2286654683
1539,218423.94123764892
1540,101461.14462690591
1541,130106.4636876709
1542,149114.62638536218
1543,214714.0136404113
1544,88853.56380155087
1545,120629.46111783676
1546,134360.14510706125
1547,130217.13254609465
1548,151678.2363339779
1549,123965.46465997683
1550,153309.97584940217
1551,117170.09236126806
1552,146273.32927875698
1553,161800.40454540504
1554,128236.39898559093
1555,166776.02531901607
1556,83698.09819401891
1557,112283.54091466448
1558,92348.84505308825
1559,103788.21326166928
1560,132653.37444804376
1561,152927.17833960292
1562,128661.06022974472
1563,123430.39315134048
1564,171212.8842231303
1565,155274.23855869187
1566,243577.98142203744
1567,74463.11795664525
1568,220587.50565932613
1569,125266.89241419334
1570,138100.5732537051
1571,119189.8049249007
1572,140335.46300069225
