Id,SalePrice
1461,120395.52256846515
1462,153993.7216226647
1463,185043.36289549177
1464,188122.8178603493
1465,193985.63893984488
1466,172762.49076319663
1467,170675.69774656952
1468,163344.06654437887
1469,188262.06389293115
1470,127084.45304616424
1471,179374.9272259465
1472,101479.04133809256
1473,101547.16403700935
1474,141596.07135742664
1475,107326.0353765206
1476,357295.3322011959
1477,254813.42695461964
1478,310932.1787315544
1479,312952.13366708765
1480,465548.23799562186
1481,308235.8752189503
1482,215620.47528543236
1483,172595.31656596443
1484,171471.85304580248
1485,192056.9181268809
1486,193660.15953155013
1487,322702.0445832803
1488,222723.20856492716
1489,206928.243954449
1490,244338.39233618474
1491,193508.1612311926
1492,87500.2160634311
1493,214583.92175300067
1494,302646.2395255557
1495,289775.5846332066
1496,240899.34340055595
1497,174340.8117887699
1498,171779.11082297878
1499,169406.71074966196
1500,160793.51771872182
1501,183590.2013062515
1502,152668.77602674664
1503,282012.2562425568
1504,241791.12369021244
1505,225201.3396144641
1506,189735.6714890097
1507,251096.04417520645
1508,194501.4569361163
1509,158051.59775801125
1510,153331.3941913729
1511,150475.9935269202
1512,169506.811747358
1513,142343.522696407
1514,158333.80998426233
1515,183084.21721084428
1516,152275.11601828487
1517,164338.4550687469
1518,125131.41180017916
1519,219107.15187829314
1520,130627.3276135299
1521,131809.80568133952
1522,174624.64485330638
1523,108671.17984976509
1524,111916.23144141206
1525,115893.02874392539
1526,105456.62590566408
1527,103747.05128127566
1528,125525.01487873145
1529,157501.1723704596
1530,196813.94262643676
1531,126044.60303322226
1532,94254.2223954616
1533,148669.4940448814
1534,120991.28243770421
1535,144128.18111402713
1536,103197.21539321616
1537,59452.495115272824
1538,155772.48357099833
1539,201999.6308755281
1540,102881.27539621157
1541,136626.44806518356
1542,142695.35168880288
1543,182216.12423919438
1544,77933.14806447487
1545,112632.78409489614
1546,140147.30079466815
1547,131530.28540524427
1548,137085.92300255934
1549,126839.46544895343
1550,145237.29390810223
1551,109935.29917075156
1552,160602.32143924938
1553,155669.34459396984
