Id,SalePrice
1461,116494.68201662537
1462,143967.37056219048
1463,181213.0410340254
1464,193757.18500639457
1465,188621.88403013215
1466,176712.50680113072
1467,182880.22493957184
1468,168201.1158100436
1469,184779.43669900074
1470,123203.85033677568
1471,189926.56805083744
1472,97086.72536248785
1473,95835.18426996129
1474,145158.85759969283
1475,115622.05965804851
1476,372880.66177084635
1477,265166.27398463775
1478,281664.4671151386
1479,285065.3692511228
1480,466346.56215101894
1481,342300.8043758358
1482,214138.73385832753
1483,173106.71957155695
1484,165463.62137709284
1485,184254.0136721275
1486,195700.7612117144
1487,329460.66856890166
1488,241435.6196121055
1489,201630.0642314752
1490,226096.0394207297
1491,192299.85735173008
1492,92257.0824211941
1493,196976.0359554442
1494,300552.5224075276
1495,287177.6200975557
1496,237015.1407337796
1497,176069.9942994901
1498,173706.615943143
1499,159605.73080886045
1500,154597.6120005112
1501,177202.02123882185
1502,147644.9853483443
1503,294426.70609115233
1504,241336.72307391922
1505,228814.43579221904
1506,181790.836785237
1507,259700.25169420775
1508,198840.7891633801
1509,152981.3114596549
1510,145395.7626433229
1511,164398.44800759415
1512,167906.92782711977
1513,153241.67241534503
1514,160837.92504139032
1515,201530.8975595441
1516,157262.4598082177
1517,173752.8549232468
1518,129399.89664077076
1519,217660.56347096732
1520,132777.07179476172
1521,133588.9946606675
1522,172207.74829021108
1523,115144.19016677687
1524,119800.93034357004
1525,124390.90168971957
1526,117213.59209754437
1527,111739.18532164152
1528,143625.68224528682
1529,150699.2287519358
1530,194909.31011920449
1531,114208.35600948767
1532,100217.35229484575
1533,139168.20059032907
1534,115717.82886373284
1535,155676.18032529505
1536,113984.02249847389
1537,68581.98342967538
1538,155075.31489329552
1539,190428.07242104784
1540,101367.73709402526
1541,134137.63573001395
1542,141137.0753664222
1543,199611.04055133977
1544,82385.0463386195
1545,115972.99686121746
1546,126300.2084742401
1547,124910.78080620705
1548,133862.48686949624
1549,119703.75338490917
1550,133399.42216633869
1551,117297.62298586994
1552,140527.0706716202
1553,148625.03578790816
1554,122678.33713046438
1555,157505.41597070242
1556,88431.96351611904
1557,111099.01619774838
1558,95811.55418690565
1559,71015.86347410495
1560,143774.2389853867
1561,123794.98605558558
1562,139447.36896233633
1563,124705.72539211609
1564,156242.57590272208
1565,147306.76053809273
1566,228157.69078333574
1567,77145.71624751856
1568,230602.5481940194
1569,119659.29131107665
1570,129205.53106754372
1571,120791.6673074174
1572,144385.3965416722
1573,246540.93132041546
1574,126439.76926622514
1575,221968.41476944071
1576,232860.97604136233
1577,194826.81822231275
1578,142683.37819645394
1579,150042.01700773963
1580,198788.17542729966
1581,146954.55919476686
1582,129160.73042983083
1583,306640.94405081816
1584,226318.33675209043
1585,141442.99955234388
1586,76855.57402686622
1587,101933.9941050063
1588,152494.60872149
1589,102561.48038717393
1590,135153.29457296652
1591,93038.34247710621
1592,123702.96728950168
1593,131258.77645052067
1594,136528.4111330711
1595,117202.98152078793
1596,228468.58865554695
1597,200801.11757636987
1598,215382.03001533364
1599,161804.4942856097
1600,155973.40393967036
1601,76403.21488474017
1602,114869.73393199717
1603,73036.21600785811
1604,268069.1301324569
1605,242319.01013359235
1606,167559.2236855418
1607,169907.62864689564
1608,214632.26282142283
1609,181703.54180865866
1610,153977.83547959075
1611,138802.207314497
1612,168311.2732439046
1613,172049.82675723478
1614,119928.75881678866
1615,87212.93590234019
1616,77733.07576581872
1617,92372.04285202544
1618,130570.85959904398
1619,135713.13522874448
1620,170101.45620780592
1621,141256.94208695542
1622,146165.85809439953
1623,271116.9932742303
1624,202563.17267564955
1625,121473.03788605671
1626,173402.6597545348
1627,189383.82893918027
1628,275649.82900710456
1629,179821.31411872752
1630,362056.2823502533
1631,231521.44747049443
1632,237813.74044729193
1633,172092.8934050961
1634,185934.59179571646
1635,179591.76590365195
1636,159785.01455580612
1637,204881.35165088042
1638,182731.60962894958
1639,184024.7664622249
1640,260215.80761768596
1641,181456.08194453918
1642,230695.6329735053
1643,214578.26478238075
1644,231411.96316595483
1645,198636.81450955957
1646,165879.53189501073
1647,157881.64024141154
1648,129338.25926999962
1649,135611.20580974343
1650,119864.9055309179
1651,126128.68635846647
1652,96808.79371941829
1653,99965.42756285222
1654,145734.77051939358
1655,133919.5596977005
1656,142768.50157417607
1657,151119.84833339573
1658,147335.92887696906
1659,123749.85759496588
1660,155310.47516839905
1661,412060.31089455
1662,411280.91254126973
1663,376666.7242657101
1664,461252.62993224163
1665,295730.9036975325
1666,320516.8884137198
1667,387960.806621091
1668,341164.0192708948
1669,300959.8034375997
1670,339678.87078930007
1671,272870.31198549096
1672,427989.63760185346
1673,297338.0154542335
1674,247310.6211803937
1675,193071.65616615472
1676,190074.54930931464
1677,220419.49309011362
1678,445875.5313610424
1679,385606.17901804094
1680,320823.6770719468
1681,240248.78689724932
1682,320593.07088875916
1683,185679.1280597147
1684,175017.35948004512
1685,174440.32842142804
1686,170581.39757355684
1687,170810.60216357472
1688,188811.81495640284
1689,192205.714273476
1690,194189.58963232415
1691,183372.53754755628
1692,255171.73962915872
1693,166102.86629877306
1694,184807.87992003528
1695,169573.68966884585
1696,273661.3845861578
1697,171395.79024593305
1698,352313.59581929864
1699,315736.38883298816
1700,245721.79807006786
1701,264531.41193551425
1702,236412.731249311
1703,238769.49014550506
1704,280203.3677533053
1705,238544.0511189771
1706,388607.6294377314
1707,207644.94948742577
1708,204425.23065949266
1709,267562.27891585155
1710,219290.24595289605
1711,266048.1993784059
1712,269968.25221697084
1713,267463.5864411488
1714,219917.8553250182
1715,202632.96351191014
1716,175957.47897075757
1717,178064.68869290355
1718,135012.80898395696
1719,201959.0188799724
1720,222170.85944252156
1721,156340.21415904217
1722,119375.5698282522
1723,150739.98755109115
1724,201710.69929760374
1725,242753.55366308248
1726,183269.50047001222
1727,153079.43682953974
1728,172113.05527758124
1729,164823.48239631092
1730,150711.8941106498
1731,121492.46616641784
1732,122581.68128695145
1733,112369.00566593066
1734,120278.98765772601
1735,128374.117148796
1736,112189.07070287716
1737,311114.6491536878
1738,234787.48424959325
1739,248489.22882840992
1740,201237.4041592416
1741,181067.9067290492
1742,173202.286898481
1743,178858.96333677083
1744,305124.4789652671
1745,222503.3664602977
1746,187686.19462446705
1747,201828.4431268808
1748,224735.13147892116
1749,147296.45596072066
1750,129045.05703350613
1751,250817.88275374615
1752,118166.49322422832
1753,143684.945659391
1754,206888.930058866
1755,156730.64194821467
1756,129673.19120175828
1757,122775.50539530024
1758,139659.2033944167
1759,154343.18946472296
1760,161467.3389851292
1761,148411.40532429918
1762,164915.22331289115
1763,170331.70172740932
1764,114515.58329229333
1765,164778.69734468192
1766,185333.15343895313
1767,228218.09371827677
1768,139506.09962885155
1769,168442.14455948237
1770,151252.09381531976
1771,130140.63828180375
1772,131670.23307353444
1773,130231.0971926775
1774,146050.64921426345
1775,144956.67678980157
1776,132952.55309773356
1777,111643.18947418868
1778,137523.21106748836
1779,109787.34012867448
1780,182494.0319182126
1781,126275.52693951281
1782,83890.2866638653
1783,138792.4111207732
1784,106220.16534580395
1785,116768.36323946911
1786,143845.93348634543
1787,160646.5031334956
1788,58337.01901237334
1789,92998.3006682546
1790,83481.04657644923
1791,180178.30011738933
1792,153801.35212139357
1793,130486.2968506069
1794,156173.96945978262
1795,136987.1576204962
1796,121830.59614959509
1797,117107.0323552501
1798,121722.18521190599
1799,109986.42440189066
1800,130436.2005637361
1801,130580.53666609315
1802,142552.20653213072
1803,150130.02268539133
1804,138393.68963076232
1805,137024.711400926
1806,125910.9417836883
1807,129223.54069765276
1808,115291.45101974662
1809,117581.91787630555
1810,135614.889286392
1811,92801.47276993847
1812,96101.01840451591
1813,119058.73089817664
1814,96863.59628639443
1815,56137.403740137226
1816,94867.919130987
1817,104501.78118903594
1818,126504.33563241095
1819,125606.69301126523
1820,57020.046719945814
1821,112983.9168992385
1822,152601.22510507161
1823,41855.88052145531
1824,128755.95501950574
1825,132840.06465846003
1826,98224.4921486232
1827,107870.86516402161
1828,121974.81045072015
1829,113858.80358664243
1830,132761.13801638575
1831,145552.99243242765
1832,80697.80542833783
1833,138751.34840182314
1834,120135.08458805605
1835,125069.25465375761
1836,121659.41088247979
1837,93863.95166429023
1838,123720.73175983207
1839,100678.66405702589
1840,149356.13761244822
1841,143783.0603739865
1842,83842.33145365585
1843,117630.84517376918
1844,141281.3571919893
1845,140330.4755682114
1846,155669.80256773878
1847,158432.87265264193
1848,57332.749520670346
1849,100373.84337532904
1850,118271.20509179002
1851,140293.8105105794
1852,133675.09141473388
1853,115564.74394524639
1854,153952.52715703746
1855,146553.19412852888
1856,226398.4750977997
1857,140715.8933051869
1858,137391.50534477917
1859,118955.16288998016
1860,145917.7603211724
1861,117543.8018372174
1862,328651.6959643369
1863,314263.0134651398
1864,314276.4548792229
1865,326907.21402244683
1866,314749.92101247935
1867,226408.90806248132
1868,287335.4191260138
1869,206133.9873192958
1870,220639.74069503363
1871,244809.40176296968
1872,170886.47710208318
1873,226795.96295224217
1874,145563.1441468635
1875,194923.66459065155
1876,200704.55128622256
1877,203882.36436850284
1878,214270.9951849523
1879,133047.87876564232
1880,135287.44584179178
1881,236349.23238297077
1882,244692.35929382005
1883,185784.37588972165
1884,205676.36055996627
1885,227582.1889597762
1886,291388.8662602979
1887,208689.84422588462
1888,269652.37400847895
1889,164506.89042316124
1890,110858.00867160741
1891,126738.30712936533
1892,99495.2384644092
1893,122451.22514781223
1894,121210.3170745224
1895,132057.6890547972
1896,120740.85761588883
1897,107614.85203004122
1898,108107.33147655566
1899,160447.91739717615
1900,156773.79525699024
1901,169836.67099034856
1902,147728.38146903392
1903,225226.25848017412
1904,150754.38820994893
1905,190000.99048823206
1906,154164.82836317524
1907,202870.57998316854
1908,113981.96636650617
1909,138504.942773531
1910,120350.86287752699
1911,216823.08830789934
1912,300763.2036468664
1913,143142.0512629639
1914,53594.56553764662
1915,296007.18780629756
1916,70483.73814549056
1917,243777.09426465834
1918,140293.93196919293
1919,163100.21220794768
1920,158955.11595611455
1921,369065.8090850749
1922,288084.4440982606
1923,228986.21055193187
1924,223568.73992393797
1925,196597.78385299182
1926,352629.33238619927
1927,129626.06387183127
1928,156785.17437814389
1929,121112.6285428417
1930,130738.32326808391
1931,140416.92872330896
1932,142705.05751660455
1933,172278.2201120534
1934,182315.0698812871
1935,172449.67667467333
1936,192026.76851288302
1937,188541.1481304524
1938,173274.26171524313
1939,253353.5792614779
1940,183938.79470126156
1941,178719.50397306442
1942,183041.89408082998
1943,212530.59032312979
1944,350399.7216242589
1945,383498.09675543633
1946,141431.88592227685
1947,303961.7284710881
1948,165272.7967426834
1949,246297.5482591931
1950,183975.4378494465
1951,243146.1919013199
1952,213596.12678177666
1953,165005.29900760436
1954,184067.8597142564
1955,134615.055696715
1956,304733.4105746744
1957,154630.0564284995
1958,294495.9088741951
1959,139020.88259382528
1960,116789.13366039883
1961,124950.0921830217
1962,95774.23579267644
1963,106008.49594988688
1964,108242.98059963262
1965,143934.37148985988
1966,138480.25945623685
1967,290638.01356185524
1968,429690.12847684044
1969,380706.2231759512
1970,430590.8838767806
1971,451532.4067707814
1972,359394.63164746005
1973,282273.4754491561
1974,321445.3594922812
1975,415459.15097801294
1976,279755.99887166714
1977,373784.78014605487
1978,363303.193928649
1979,319320.1364805418
1980,199722.89840823962
1981,330854.8153574646
1982,224404.67574249205
1983,210406.1898292199
1984,170165.05941295062
1985,221968.2984711166
1986,208471.15142875776
1987,188872.32988866695
1988,176536.56001028727
1989,192364.32437378832
1990,213664.01800094426
1991,229180.3751607908
1992,216417.45721938694
1993,169674.11823243
1994,232242.9127207136
1995,186696.16161366674
1996,251882.9204486687
1997,291303.1859135771
1998,308084.37273228006
1999,267706.20559845347
2000,320045.5347420181
2001,271198.6142833805
2002,246367.73252009987
2003,256085.1440217678
2004,276966.2212310088
2005,227221.17957920037
2006,217680.58831247193
2007,251212.3571502306
2008,211603.60195079402
2009,191222.51916634693
2010,191595.55966875667
2011,138480.183517042
2012,174699.6746146779
2013,177289.50492315064
2014,184029.32761975774
2015,204593.851865465
2016,193962.76647068103
2017,188517.99719829333
2018,114559.22275060469
2019,137997.06554585576
2020,105833.45872581138
2021,110553.640979457
2022,191943.92774267955
2023,143144.51187863125
2024,263238.56667855295
2025,375456.06291005743
2026,177658.06947668994
2027,160665.98995464668
2028,155874.32850036636
2029,173272.73583802715
2030,258747.01900909623
2031,232448.72256428294
2032,237955.87719623692
2033,248170.01321129053
2034,170774.6579248352
2035,225731.4116896404
2036,198923.3466736127
2037,212646.70590780748
2038,294452.0824175577
2039,225496.8008441009
2040,315992.2804460149
2041,273571.62363091967
2042,213325.84399196756
2043,174605.36965140735
2044,176269.93987306335
2045,211540.55584379635
2046,147440.4438691113
2047,143031.8287151734
2048,142220.90151236404
2049,142329.32824375486
2050,170850.8162547655
2051,105803.26468233482
2052,131453.1700692969
2053,148361.31063083588
2054,89602.590688987
2055,148906.54082178234
2056,143847.17123382937
2057,113813.03480764577
2058,219857.687334933
2059,130427.81210635275
2060,172967.58238669622
2061,169308.10502148763
2062,132250.40561221505
2063,115896.094137192
2064,133117.13353192635
2065,118123.35201211681
2066,157805.4173550124
2067,102258.95318014573
2068,142415.9068858396
2069,83783.4770583234
2070,113236.77354998741
2071,97077.62137890462
2072,134303.0325276748
2073,127550.32907555929
2074,167366.47276413318
2075,151062.71910810578
2076,120761.7955750362
2077,153794.90548888547
2078,128473.54089023726
2079,135879.51633392193
2080,120819.19679232115
2081,130766.81429065758
2082,128886.4750686488
2083,145998.3491494229
2084,111876.01663787272
2085,119760.06763557614
2086,111474.71707311002
2087,129072.22490210905
2088,97595.20835665808
2089,80512.39464611944
2090,128429.75573309424
2091,116508.45043032624
2092,121159.28315378216
2093,116259.74025847393
2094,111471.99130102333
2095,141707.1448724808
2096,81488.16392943986
2097,93552.24574564003
2098,139703.9934248755
2099,57625.92612949846
2100,72487.32544479286
2101,118843.63743059486
2102,126438.44476943923
2103,107133.01806813625
