1stFlrSF,2ndFlrSF,3SsnPorch,AVG_PRICE,Alley,BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,EnclosedPorch,ExterCond,ExterQual,Fence,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,Id,KitchenAbvGr,KitchenQual,LandSlope,LotArea,LotFrontage,LotShape,LowQualFinSF,MasVnrArea,MiscVal,OpenPorchSF,OverallQual,PavedDrive,PoolArea,PoolQC,SalePrice,SaleTime,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,ReferencePrice,TotalSF,Age,Remodeled,TimeSinceSold,TotalArea,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,MSSubClass_0,MSSubClass_1,MSSubClass_10,MSSubClass_11,MSSubClass_12,MSSubClass_13,MSSubClass_14,MSSubClass_15,MSSubClass_2,MSSubClass_3,MSSubClass_4,MSSubClass_5,MSSubClass_6,MSSubClass_7,MSSubClass_8,MSSubClass_9,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_0,MoSold_1,MoSold_10,MoSold_11,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OverallCond_0,OverallCond_1,OverallCond_2,OverallCond_3,OverallCond_4,OverallCond_5,OverallCond_6,OverallCond_7,OverallCond_8,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,YrSold_0,YrSold_1,YrSold_2,YrSold_3,YrSold_4
-0.7832135497500969,1.2104730982953513,-0.10336632669983054,4.803445670724288,1,3,4,3,0.6015141275833633,-0.29313434559908286,2,6,1.0,-0.24980954419365445,2,-0.9337618235476419,1,-0.3597399544888946,4,2,4,3,0,2,6,548.0,2.0,5,2,5,2003.0,0.42620446761028014,1,0,1,-0.20777273780564387,2,-0.21633801262611302,-0.21643664746899283,-0.2092028620163621,3,-0.10123205811300111,0.5340871125156813,-0.08962291498324058,0.20444698488510885,7,2,-0.06044748638670953,3,208500.0,2008-02-01,-0.2860414824599054,8,856.0,-0.7400893921914792,2003,2003,1.5814883836274387,0.03006414379746034,7,0,2,-0.18805163630485527,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.27078914945020877,-0.7846383034284159,-0.10336632669983054,4.968557889585884,1,3,4,1,1.21398272832756,-0.29313434559908286,0,6,0.0,3.821109117330871,2,-0.6289555210431677,1,-0.3597399544888946,4,3,4,5,1,2,6,460.0,2.0,5,2,5,1976.0,-0.47552431563092623,0,0,2,-0.20777273780564387,3,-0.21633801262611302,-0.069108379021372,0.4981905867878059,3,-0.10123205811300111,-0.5670242338334722,-0.08962291498324058,-0.704542874176424,6,2,-0.06044748638670953,3,181500.0,2007-05-01,-0.2860414824599054,6,1262.0,1.6154378931577238,1976,1976,1.6394067046073069,-0.02371733728191486,34,0,3,-0.06722427834124385,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
-0.617065341009162,1.2385074505443974,-0.10336632669983054,4.8294329315993165,1,3,4,2,0.1061351122755573,-0.29313434559908286,2,6,1.0,-0.24980954419365445,2,-0.2877544361500995,1,-0.3597399544888946,4,2,4,5,1,2,6,608.0,2.0,5,2,5,2001.0,0.5791763147672705,1,0,3,-0.20777273780564387,2,-0.21633801262611302,0.14227565831651875,-0.06772417225552849,0,-0.10123205811300111,0.34307800141429756,-0.08962291498324058,-0.07868100400290957,7,2,-0.06044748638670953,3,223500.0,2008-09-01,-0.2860414824599054,6,920.0,-0.7400893921914792,2001,2002,1.5814883836274387,0.20933574739537766,9,1,2,0.17302818584945737,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
-0.5106266447845006,0.9815258882614764,-0.10336632669983054,4.401063840693966,1,3,1,3,-0.5018300428749319,-0.29313434559908286,0,6,1.0,-0.24980954419365445,4,-0.046639002825664654,1,3.8735644126562865,4,3,4,2,1,1,6,642.0,3.0,5,3,5,1998.0,0.440293979848424,0,2,4,-0.20777273780564387,2,-0.21633801262611302,-0.075513955910399,-0.4450006782844181,0,-0.10123205811300111,-0.5670242338334722,-0.08962291498324058,-0.1829913156984953,7,2,-0.06044748638670953,3,140000.0,2006-02-01,-0.2860414824599054,7,756.0,-0.7400893921914792,1915,1970,1.5620424046800159,-0.08902342144972761,95,1,4,-0.06500404642508466,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
-0.03295054465431284,1.6753761064253627,-0.10336632669983054,4.733913061880817,1,4,4,0,0.4866762649438265,-0.29313434559908286,2,6,1.0,-0.24980954419365445,2,-0.1603726977900207,1,-0.3597399544888946,4,2,4,5,1,2,6,836.0,3.0,5,2,5,2000.0,1.4084447493551655,1,0,5,-0.20777273780564387,2,-0.21633801262611302,0.5278913870359437,0.6868288398022507,0,-0.10123205811300111,1.399246027504302,-0.08962291498324058,0.5471808661706048,8,2,-0.06044748638670953,3,250000.0,2008-12-01,-0.2860414824599054,9,1145.0,0.7775657715234436,2000,2000,1.5850502989603463,1.0250215437659016,10,0,2,0.7514570271646184,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
-0.9389774954447234,0.5376486443182494,12.598880118098721,4.653890422532586,1,1,4,3,0.6600589203015585,-0.29313434559908286,2,6,1.0,-0.24980954419365445,2,-1.1293837788863343,1,-0.3597399544888946,4,3,2,3,0,1,6,480.0,2.0,5,3,5,1993.0,-0.2742455693717284,1,0,6,-0.20777273780564387,3,-0.21633801262611302,0.5093152140577655,0.7339884030558619,0,-0.10123205811300111,-0.5670242338334722,1.1438618290147031,-0.25749868119534225,5,2,-0.06044748638670953,3,143000.0,2009-10-01,-0.2860414824599054,5,796.0,-0.4239112330842036,1993,1995,1.576007500300574,-0.4923845295450416,17,1,1,0.3885075360282769,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1.3922895584515191,-0.7846383034284159,-0.10336632669983054,5.199755151357334,1,3,4,0,2.094406341897342,-0.29313434559908286,2,6,1.0,-0.24980954419365445,0,-0.5538912823666926,1,-0.3597399544888946,4,2,4,2,1,2,6,636.0,2.0,5,2,5,2004.0,0.3939998682088085,0,0,7,-0.20777273780564387,2,-0.21633801262611302,-0.007102394735590712,0.2623927705197499,3,-0.10123205811300111,0.4779079621917449,-0.08962291498324058,0.14484109248763127,8,2,-0.06044748638670953,3,307000.0,2007-08-01,-0.2860414824599054,7,1686.0,1.2755463721174027,2004,2005,1.6051994319026734,1.0724004675739225,6,1,3,0.23274073896300226,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
-0.13160104359424293,1.5118423849725948,-0.10336632669983054,4.561153300571317,1,3,4,2,0.9460277155019738,-0.10401253723723304,0,1,1.0,-0.24980954419365445,2,-0.7836333461946918,1,3.188765176794566,4,3,4,5,2,2,6,484.0,2.0,5,2,5,1973.0,1.191063703395232,1,0,8,-0.20777273780564387,3,-0.21633801262611302,0.031074843523010164,0.4981905867878059,0,-0.10123205811300111,0.7812753739410014,0.5271194570157314,2.3353576380949317,7,2,-0.06044748638670953,3,200000.0,2009-11-01,-0.2860414824599054,7,1107.0,1.117457292563765,1973,1973,1.5640996369023785,0.8380668714423591,37,0,1,0.2554104753701015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.35226663332829705,0.972181104178461,-0.10336632669983054,4.293528039789166,1,2,4,3,-0.9882021669953233,-0.29313434559908286,6,6,0.0,-0.24980954419365445,4,0.8905266436806292,1,2.8308019398668485,4,3,4,5,2,2,2,468.0,2.0,5,3,1,1931.0,0.5550228652161667,0,2,9,4.4543278481871535,3,-0.21633801262611302,-0.5149365304976506,-0.8694367475669189,3,-0.10123205811300111,-0.5670242338334722,-0.08962291498324058,-0.704542874176424,7,2,-0.06044748638670953,3,129900.0,2008-04-01,-0.2860414824599054,8,952.0,-0.028688534200109073,1931,1950,1.499144530722762,0.23494597648079443,79,1,2,-0.42947264360932447,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
-0.20948301644155615,-0.7846383034284159,-0.10336632669983054,4.696505226291413,1,2,4,3,0.9280139331271445,-0.29313434559908286,2,6,1.0,-0.24980954419365445,4,-0.9565085625405131,1,-0.3597399544888946,4,3,4,5,2,1,6,205.0,1.0,5,2,2,1939.0,-0.8478899962104423,0,0,10,4.4543278481871535,3,-0.21633801262611302,-0.34839153138294887,-0.9165963108205302,3,-0.10123205811300111,-0.5670242338334722,-0.08962291498324058,-0.6449369817789464,5,2,-0.06044748638670953,3,118000.0,2008-01-01,-0.2860414824599054,5,991.0,-0.7400893921914792,1939,1950,1.554160809718556,-0.607630560429417,71,1,2,-0.4961964554054774,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
